Date,Carrier,Type,Departure Airport,Departure City,Destination Airport,Destination City,dep_lat,dep_lon,dest_lat,dest_lon,Full Route,pair_key,tilt
2025-12-15,Avelo,B738,Valley Intl (KHRL),"Harlingen, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",26.2234764,-97.6623631,33.3089787,-111.6559353,"Phoenix, AZ → Alexandria, LA → Harlingen, TX → Phoenix, AZ",Phoenix-Mesa Gateway (KIWA)|Valley Intl (KHRL),-90
2025-12-15,Big Horn,DH8A,Alexandria Intl (KAEX),"Alexandria, LA",Conroe/North Houston Rgnl (KCXO),"Houston, TX",31.3274006,-92.5451921,30.3496944999999,-95.4139893,"Alexandria, LA → Houston, TX → Harlingen, TX → Houston, TX",Alexandria Intl (KAEX)|Conroe/North Houston Rgnl (KCXO),-90
2025-12-15,Big Horn,DH8A,Conroe/North Houston Rgnl (KCXO),"Houston, TX",Valley Intl (KHRL),"Harlingen, TX",30.3496944999999,-95.4139893,26.2234764,-97.6623631,"Alexandria, LA → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),-90
2025-12-15,Big Horn,DH8A,Valley Intl (KHRL),"Harlingen, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",26.2234764,-97.6623631,30.3496944999999,-95.4139893,"Alexandria, LA → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),90
2025-12-15,CSI Aviation,B190,Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",31.0616824,-97.8210702,30.3496944999999,-95.4139893,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Robert Gray Aaf (Fort Cavazos) (KGRK),90
2025-12-15,CSI Aviation,B190,Conroe/North Houston Rgnl (KCXO),"Houston, TX",Valley Intl (KHRL),"Harlingen, TX",30.3496944999999,-95.4139893,26.2234764,-97.6623631,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),-90
2025-12-15,CSI Aviation,B190,Valley Intl (KHRL),"Harlingen, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",26.2234764,-97.6623631,30.3496944999999,-95.4139893,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),90
2025-12-15,,B190,Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",31.0616824,-97.8210702,30.3496944999999,-95.4139893,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Robert Gray Aaf (Fort Cavazos) (KGRK),90
2025-12-15,,B190,Conroe/North Houston Rgnl (KCXO),"Houston, TX",Valley Intl (KHRL),"Harlingen, TX",30.3496944999999,-95.4139893,26.2234764,-97.6623631,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),-90
2025-12-15,,B190,Valley Intl (KHRL),"Harlingen, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",26.2234764,-97.6623631,30.3496944999999,-95.4139893,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),90
2025-12-14,GlobalX,A320,Opa-locka Executive (KOPF),"Miami, FL",Alexandria Intl (KAEX),"Alexandria, LA",25.9092857,-80.2683641,31.3274006,-92.5451921,"Miami, FL → Alexandria, LA → El Paso, TX → Miami, FL",Alexandria Intl (KAEX)|Opa-locka Executive (KOPF),-90
2025-12-14,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",El Paso Intl (KELP),"El Paso, TX",31.3274006,-92.5451921,31.8058228,-106.3705379,"Miami, FL → Alexandria, LA → El Paso, TX → Miami, FL",Alexandria Intl (KAEX)|El Paso Intl (KELP),-90
2025-12-14,GlobalX,A320,El Paso Intl (KELP),"El Paso, TX",Opa-locka Executive (KOPF),"Miami, FL",31.8058228,-106.3705379,25.9092857,-80.2683641,"Miami, FL → Alexandria, LA → El Paso, TX → Miami, FL",El Paso Intl (KELP)|Opa-locka Executive (KOPF),90
2025-12-14,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",31.3274006,-92.5451921,31.0616824,-97.8210702,"Alexandria, LA → Killeen, TX",Alexandria Intl (KAEX)|Robert Gray Aaf (Fort Cavazos) (KGRK),-90
2025-12-14,GlobalX,A320,Valley Intl (KHRL),"Harlingen, TX",Minneapolis/St Paul Intl (KMSP),"Minneapolis, MN",26.2234764,-97.6623631,44.8850593,-93.2144354,"Harlingen, TX → Minneapolis, MN → Harlingen, TX",Minneapolis/St Paul Intl (KMSP)|Valley Intl (KHRL),90
2025-12-14,GlobalX,A320,Minneapolis/St Paul Intl (KMSP),"Minneapolis, MN",Valley Intl (KHRL),"Harlingen, TX",44.8850593,-93.2144354,26.2234764,-97.6623631,"Harlingen, TX → Minneapolis, MN → Harlingen, TX",Minneapolis/St Paul Intl (KMSP)|Valley Intl (KHRL),-90
2025-12-14,GlobalX,A321,Alexandria Intl (KAEX),"Alexandria, LA",NAS Guantanamo Bay (NBW / MUGM),"Guantanamo Bay, Cuba",31.3274006,-92.5451921,19.9147787,-75.1497792999999,"Alexandria, LA → Guantanamo Bay, Cuba → Alexandria, LA",Alexandria Intl (KAEX)|NAS Guantanamo Bay (NBW / MUGM),90
2025-12-14,GlobalX,A321,NAS Guantanamo Bay (NBW / MUGM),"Guantanamo Bay, Cuba",Alexandria Intl (KAEX),"Alexandria, LA",19.9147787,-75.1497792999999,31.3274006,-92.5451921,"Alexandria, LA → Guantanamo Bay, Cuba → Alexandria, LA",Alexandria Intl (KAEX)|NAS Guantanamo Bay (NBW / MUGM),-90
2025-12-14,Eastern Air Express,B738,Alexandria Intl (KAEX),"Alexandria, LA",Jacksonville Intl (KJAX),"Jacksonville, FL",31.3274006,-92.5451921,30.4943308,-81.6871496999999,"Alexandria, LA → Jacksonville, FL → Alexandria, LA → El Paso, TX",Alexandria Intl (KAEX)|Jacksonville Intl (KJAX),90
2025-12-14,Eastern Air Express,B738,Jacksonville Intl (KJAX),"Jacksonville, FL",Alexandria Intl (KAEX),"Alexandria, LA",30.4943308,-81.6871496999999,31.3274006,-92.5451921,"Alexandria, LA → Jacksonville, FL → Alexandria, LA → El Paso, TX",Alexandria Intl (KAEX)|Jacksonville Intl (KJAX),-90
2025-12-14,Eastern Air Express,B738,Alexandria Intl (KAEX),"Alexandria, LA",El Paso Intl (KELP),"El Paso, TX",31.3274006,-92.5451921,31.8058228,-106.3705379,"Alexandria, LA → Jacksonville, FL → Alexandria, LA → El Paso, TX",Alexandria Intl (KAEX)|El Paso Intl (KELP),-90
2025-12-14,Eastern Air Express,B737,El Paso Intl (KELP),"El Paso, TX",Baltimore/Washington Intl (KBWI),"Baltimore, MD",31.8058228,-106.3705379,39.1825364,-76.6694033,"El Paso, TX → Baltimore, MD → Houston, TX → El Paso, TX",Baltimore/Washington Intl (KBWI)|El Paso Intl (KELP),90
2025-12-14,Eastern Air Express,B737,Baltimore/Washington Intl (KBWI),"Baltimore, MD",Houston Bush Int'ctl (KIAH),"Houston, TX",39.1825364,-76.6694033,29.9553767,-95.3268721,"El Paso, TX → Baltimore, MD → Houston, TX → El Paso, TX",Baltimore/Washington Intl (KBWI)|Houston Bush Int'ctl (KIAH),-90
2025-12-14,Eastern Air Express,B737,Houston Bush Int'ctl (KIAH),"Houston, TX",El Paso Intl (KELP),"El Paso, TX",29.9553767,-95.3268721,31.8058228,-106.3705379,"El Paso, TX → Baltimore, MD → Houston, TX → El Paso, TX",El Paso Intl (KELP)|Houston Bush Int'ctl (KIAH),-90
2025-12-14,Eastern Air Express,B733,Valley Intl (KHRL),"Harlingen, TX",El Paso Intl (KELP),"El Paso, TX",26.2234764,-97.6623631,31.8058228,-106.3705379,"Harlingen, TX → El Paso, TX → Alexandria, LA → Harlingen, TX → El Paso, TX",El Paso Intl (KELP)|Valley Intl (KHRL),-90
2025-12-14,Eastern Air Express,B733,El Paso Intl (KELP),"El Paso, TX",Alexandria Intl (KAEX),"Alexandria, LA",31.8058228,-106.3705379,31.3274006,-92.5451921,"Harlingen, TX → El Paso, TX → Alexandria, LA → Harlingen, TX → El Paso, TX",Alexandria Intl (KAEX)|El Paso Intl (KELP),90
2025-12-14,Eastern Air Express,B733,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"Harlingen, TX → El Paso, TX → Alexandria, LA → Harlingen, TX → El Paso, TX",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-12-14,Eastern Air Express,B733,Valley Intl (KHRL),"Harlingen, TX",El Paso Intl (KELP),"El Paso, TX",26.2234764,-97.6623631,31.8058228,-106.3705379,"Harlingen, TX → El Paso, TX → Alexandria, LA → Harlingen, TX → El Paso, TX",El Paso Intl (KELP)|Valley Intl (KHRL),-90
2025-12-14,Eastern Air Express,B737,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Laurence G Hanscom Fld (KBED),"Bedford, MA",41.0997678,-80.6477199999999,42.4615318,-71.2913117,"Youngstown, OH → Bedford, MA → Alexandria, LA → Youngstown, OH",Laurence G Hanscom Fld (KBED)|Youngstown/Warren Rgnl (KYNG),90
2025-12-14,Eastern Air Express,B737,Laurence G Hanscom Fld (KBED),"Bedford, MA",Alexandria Intl (KAEX),"Alexandria, LA",42.4615318,-71.2913117,31.3274006,-92.5451921,"Youngstown, OH → Bedford, MA → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Laurence G Hanscom Fld (KBED),-90
2025-12-14,Eastern Air Express,B737,Alexandria Intl (KAEX),"Alexandria, LA",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",31.3274006,-92.5451921,41.0997678,-80.6477199999999,"Youngstown, OH → Bedford, MA → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Youngstown/Warren Rgnl (KYNG),90
2025-12-14,Key Lime,E45X,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Salt Lake City Intl (KSLC),"Salt Lake City, UT",33.3089787,-111.6559353,40.7903145,-111.9771441,"Phoenix, AZ → Salt Lake City, UT → El Paso, TX → Harlingen, TX → Killeen, TX",Phoenix-Mesa Gateway (KIWA)|Salt Lake City Intl (KSLC),-90
2025-12-14,Key Lime,E45X,Salt Lake City Intl (KSLC),"Salt Lake City, UT",El Paso Intl (KELP),"El Paso, TX",40.7903145,-111.9771441,31.8058228,-106.3705379,"Phoenix, AZ → Salt Lake City, UT → El Paso, TX → Harlingen, TX → Killeen, TX",El Paso Intl (KELP)|Salt Lake City Intl (KSLC),90
2025-12-14,Key Lime,E45X,El Paso Intl (KELP),"El Paso, TX",Valley Intl (KHRL),"Harlingen, TX",31.8058228,-106.3705379,26.2234764,-97.6623631,"Phoenix, AZ → Salt Lake City, UT → El Paso, TX → Harlingen, TX → Killeen, TX",El Paso Intl (KELP)|Valley Intl (KHRL),90
2025-12-14,Key Lime,E45X,Valley Intl (KHRL),"Harlingen, TX",Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",26.2234764,-97.6623631,31.0616824,-97.8210702,"Phoenix, AZ → Salt Lake City, UT → El Paso, TX → Harlingen, TX → Killeen, TX",Robert Gray Aaf (Fort Cavazos) (KGRK)|Valley Intl (KHRL),-90
2025-12-14,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Willow Run (KYIP),"Ypsilanti, MI",31.3274006,-92.5451921,42.2349913,-83.5459542999999,"Alexandria, LA → Ypsilanti, MI → Alexandria, LA → Killeen, TX",Alexandria Intl (KAEX)|Willow Run (KYIP),90
2025-12-14,Key Lime,E45X,Willow Run (KYIP),"Ypsilanti, MI",Alexandria Intl (KAEX),"Alexandria, LA",42.2349913,-83.5459542999999,31.3274006,-92.5451921,"Alexandria, LA → Ypsilanti, MI → Alexandria, LA → Killeen, TX",Alexandria Intl (KAEX)|Willow Run (KYIP),-90
2025-12-14,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",31.3274006,-92.5451921,31.0616824,-97.8210702,"Alexandria, LA → Ypsilanti, MI → Alexandria, LA → Killeen, TX",Alexandria Intl (KAEX)|Robert Gray Aaf (Fort Cavazos) (KGRK),-90
2025-12-14,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Denver Intl (KDEN),"Denver, CO",33.3089787,-111.6559353,39.8563486,-104.6764061,"Phoenix, AZ → Denver, CO → Las Vegas, NV → El Paso, TX → Phoenix, AZ",Denver Intl (KDEN)|Phoenix-Mesa Gateway (KIWA),90
2025-12-14,Avelo,B738,Denver Intl (KDEN),"Denver, CO",Harry Reid Intl (KLAS),"Las Vegas, NV",39.8563486,-104.6764061,36.0830907,-115.1482238,"Phoenix, AZ → Denver, CO → Las Vegas, NV → El Paso, TX → Phoenix, AZ",Denver Intl (KDEN)|Harry Reid Intl (KLAS),-90
2025-12-14,Avelo,B738,Harry Reid Intl (KLAS),"Las Vegas, NV",El Paso Intl (KELP),"El Paso, TX",36.0830907,-115.1482238,31.8058228,-106.3705379,"Phoenix, AZ → Denver, CO → Las Vegas, NV → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Harry Reid Intl (KLAS),90
2025-12-14,Avelo,B738,El Paso Intl (KELP),"El Paso, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",31.8058228,-106.3705379,33.3089787,-111.6559353,"Phoenix, AZ → Denver, CO → Las Vegas, NV → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Phoenix-Mesa Gateway (KIWA),-90
2025-12-14,CSI Aviation,B190,Conroe/North Houston Rgnl (KCXO),"Houston, TX",Valley Intl (KHRL),"Harlingen, TX",30.3496944999999,-95.4139893,26.2234764,-97.6623631,"Houston, TX → Harlingen, TX → Killeen, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),-90
2025-12-14,CSI Aviation,B190,Valley Intl (KHRL),"Harlingen, TX",Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",26.2234764,-97.6623631,31.0616824,-97.8210702,"Houston, TX → Harlingen, TX → Killeen, TX",Robert Gray Aaf (Fort Cavazos) (KGRK)|Valley Intl (KHRL),-90
2025-12-14,,B190,Conroe/North Houston Rgnl (KCXO),"Houston, TX",Valley Intl (KHRL),"Harlingen, TX",30.3496944999999,-95.4139893,26.2234764,-97.6623631,"Houston, TX → Harlingen, TX → Killeen, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),-90
2025-12-14,,B190,Valley Intl (KHRL),"Harlingen, TX",Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",26.2234764,-97.6623631,31.0616824,-97.8210702,"Houston, TX → Harlingen, TX → Killeen, TX",Robert Gray Aaf (Fort Cavazos) (KGRK)|Valley Intl (KHRL),-90
2025-12-13,GlobalX,A320,Opa-locka Executive (KOPF),"Miami, FL",Alexandria Intl (KAEX),"Alexandria, LA",25.9092857,-80.2683641,31.3274006,-92.5451921,"Miami, FL → Alexandria, LA → Harlingen, TX → Miami, FL",Alexandria Intl (KAEX)|Opa-locka Executive (KOPF),-90
2025-12-13,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"Miami, FL → Alexandria, LA → Harlingen, TX → Miami, FL",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-12-13,GlobalX,A320,Valley Intl (KHRL),"Harlingen, TX",Opa-locka Executive (KOPF),"Miami, FL",26.2234764,-97.6623631,25.9092857,-80.2683641,"Miami, FL → Alexandria, LA → Harlingen, TX → Miami, FL",Opa-locka Executive (KOPF)|Valley Intl (KHRL),90
2025-12-13,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",Buffalo Niagara Intl (KBUF),"Buffalo, NY",31.3274006,-92.5451921,42.9394052,-78.7335011999999,"Alexandria, LA → Buffalo, NY → Washington, DC → Alexandria, LA",Alexandria Intl (KAEX)|Buffalo Niagara Intl (KBUF),90
2025-12-13,GlobalX,A320,Buffalo Niagara Intl (KBUF),"Buffalo, NY",Washington Dulles Intl (KIAD),"Washington, DC",42.9394052,-78.7335011999999,38.9072873,-77.0369274,"Alexandria, LA → Buffalo, NY → Washington, DC → Alexandria, LA",Buffalo Niagara Intl (KBUF)|Washington Dulles Intl (KIAD),90
2025-12-13,GlobalX,A320,Washington Dulles Intl (KIAD),"Washington, DC",Alexandria Intl (KAEX),"Alexandria, LA",38.9072873,-77.0369274,31.3274006,-92.5451921,"Alexandria, LA → Buffalo, NY → Washington, DC → Alexandria, LA",Alexandria Intl (KAEX)|Washington Dulles Intl (KIAD),-90
2025-12-13,GlobalX,A321,Alexandria Intl (KAEX),"Alexandria, LA",Jacksonville Intl (KJAX),"Jacksonville, FL",31.3274006,-92.5451921,30.4943308,-81.6871496999999,"Alexandria, LA → Jacksonville, FL → El Paso, TX → Alexandria, LA",Alexandria Intl (KAEX)|Jacksonville Intl (KJAX),90
2025-12-13,GlobalX,A321,Jacksonville Intl (KJAX),"Jacksonville, FL",El Paso Intl (KELP),"El Paso, TX",30.4943308,-81.6871496999999,31.8058228,-106.3705379,"Alexandria, LA → Jacksonville, FL → El Paso, TX → Alexandria, LA",El Paso Intl (KELP)|Jacksonville Intl (KJAX),-90
2025-12-13,GlobalX,A321,El Paso Intl (KELP),"El Paso, TX",Alexandria Intl (KAEX),"Alexandria, LA",31.8058228,-106.3705379,31.3274006,-92.5451921,"Alexandria, LA → Jacksonville, FL → El Paso, TX → Alexandria, LA",Alexandria Intl (KAEX)|El Paso Intl (KELP),90
2025-12-13,GlobalX,A321,Valley Intl (KHRL),"Harlingen, TX",Newark Liberty Intl (KEWR),"Newark, NJ",26.2234764,-97.6623631,40.6884837,-74.1768635999999,"Harlingen, TX → Newark, NJ → Indianapolis, IN → Harlingen, TX",Newark Liberty Intl (KEWR)|Valley Intl (KHRL),90
2025-12-13,GlobalX,A321,Newark Liberty Intl (KEWR),"Newark, NJ",Indianapolis Intl (KIND),"Indianapolis, IN",40.6884837,-74.1768635999999,39.7222991999999,-86.3019561999999,"Harlingen, TX → Newark, NJ → Indianapolis, IN → Harlingen, TX",Indianapolis Intl (KIND)|Newark Liberty Intl (KEWR),-90
2025-12-13,GlobalX,A321,Indianapolis Intl (KIND),"Indianapolis, IN",Valley Intl (KHRL),"Harlingen, TX",39.7222991999999,-86.3019561999999,26.2234764,-97.6623631,"Harlingen, TX → Newark, NJ → Indianapolis, IN → Harlingen, TX",Indianapolis Intl (KIND)|Valley Intl (KHRL),-90
2025-12-13,Eastern Air Express,B737,El Paso Intl (KELP),"El Paso, TX",Kansas City Intl (KMCI),"Kansas City, MO",31.8058228,-106.3705379,39.3014091,-94.7104536,"El Paso, TX → Kansas City, MO → Salt Lake City, UT → El Paso, TX",El Paso Intl (KELP)|Kansas City Intl (KMCI),90
2025-12-13,Eastern Air Express,B737,Kansas City Intl (KMCI),"Kansas City, MO",Salt Lake City Intl (KSLC),"Salt Lake City, UT",39.3014091,-94.7104536,40.7903145,-111.9771441,"El Paso, TX → Kansas City, MO → Salt Lake City, UT → El Paso, TX",Kansas City Intl (KMCI)|Salt Lake City Intl (KSLC),-90
2025-12-13,Eastern Air Express,B737,Salt Lake City Intl (KSLC),"Salt Lake City, UT",El Paso Intl (KELP),"El Paso, TX",40.7903145,-111.9771441,31.8058228,-106.3705379,"El Paso, TX → Kansas City, MO → Salt Lake City, UT → El Paso, TX",El Paso Intl (KELP)|Salt Lake City Intl (KSLC),90
2025-12-13,Eastern Air Express,B737,El Paso Intl (KELP),"El Paso, TX",Dallas Love Field (KDAL),"Dallas, TX",31.8058228,-106.3705379,32.8438345,-96.8484951,"El Paso, TX → Dallas, TX → Alexandria, LA → Harlingen, TX",Dallas Love Field (KDAL)|El Paso Intl (KELP),90
2025-12-13,Eastern Air Express,B737,Dallas Love Field (KDAL),"Dallas, TX",Alexandria Intl (KAEX),"Alexandria, LA",32.8438345,-96.8484951,31.3274006,-92.5451921,"El Paso, TX → Dallas, TX → Alexandria, LA → Harlingen, TX",Alexandria Intl (KAEX)|Dallas Love Field (KDAL),90
2025-12-13,Eastern Air Express,B737,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"El Paso, TX → Dallas, TX → Alexandria, LA → Harlingen, TX",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-12-13,Eastern Air Express,B738,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Richmond Intl (KRIC),"Richmond, VA",41.0997678,-80.6477199999999,37.5105562,-77.3266991,"Youngstown, OH → Richmond, VA → Alexandria, LA → Youngstown, OH",Richmond Intl (KRIC)|Youngstown/Warren Rgnl (KYNG),90
2025-12-13,Eastern Air Express,B738,Richmond Intl (KRIC),"Richmond, VA",Alexandria Intl (KAEX),"Alexandria, LA",37.5105562,-77.3266991,31.3274006,-92.5451921,"Youngstown, OH → Richmond, VA → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Richmond Intl (KRIC),-90
2025-12-13,Eastern Air Express,B738,Alexandria Intl (KAEX),"Alexandria, LA",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",31.3274006,-92.5451921,41.0997678,-80.6477199999999,"Youngstown, OH → Richmond, VA → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Youngstown/Warren Rgnl (KYNG),90
2025-12-13,Key Lime,E45X,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Boeing Field Intl (KBFI),"Seattle, WA",33.3089787,-111.6559353,47.5369043,-122.3038555,"Phoenix, AZ → Seattle, WA → Phoenix, AZ",Boeing Field Intl (KBFI)|Phoenix-Mesa Gateway (KIWA),-90
2025-12-13,Key Lime,E45X,Boeing Field Intl (KBFI),"Seattle, WA",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",47.5369043,-122.3038555,33.3089787,-111.6559353,"Phoenix, AZ → Seattle, WA → Phoenix, AZ",Boeing Field Intl (KBFI)|Phoenix-Mesa Gateway (KIWA),90
2025-12-13,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Lake City Gateway (KLCQ),"Lake City, FL",31.3274006,-92.5451921,30.1868315,-82.580983,"Alexandria, LA → Lake City, FL → Alexandria, LA → Tampa, FL → Alexandria, LA",Alexandria Intl (KAEX)|Lake City Gateway (KLCQ),90
2025-12-13,Key Lime,E45X,Lake City Gateway (KLCQ),"Lake City, FL",Alexandria Intl (KAEX),"Alexandria, LA",30.1868315,-82.580983,31.3274006,-92.5451921,"Alexandria, LA → Lake City, FL → Alexandria, LA → Tampa, FL → Alexandria, LA",Alexandria Intl (KAEX)|Lake City Gateway (KLCQ),-90
2025-12-13,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Tampa Intl (KTPA),"Tampa, FL",31.3274006,-92.5451921,27.9768646,-82.5302804,"Alexandria, LA → Lake City, FL → Alexandria, LA → Tampa, FL → Alexandria, LA",Alexandria Intl (KAEX)|Tampa Intl (KTPA),90
2025-12-13,Key Lime,E45X,Tampa Intl (KTPA),"Tampa, FL",Alexandria Intl (KAEX),"Alexandria, LA",27.9768646,-82.5302804,31.3274006,-92.5451921,"Alexandria, LA → Lake City, FL → Alexandria, LA → Tampa, FL → Alexandria, LA",Alexandria Intl (KAEX)|Tampa Intl (KTPA),-90
2025-12-13,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",So California Logistics (KVCV),"Victorville, CA",33.3089787,-111.6559353,34.5839839,-117.3787064,"Phoenix, AZ → Victorville, CA → El Paso, TX → Phoenix, AZ",Phoenix-Mesa Gateway (KIWA)|So California Logistics (KVCV),-90
2025-12-13,Avelo,B738,So California Logistics (KVCV),"Victorville, CA",El Paso Intl (KELP),"El Paso, TX",34.5839839,-117.3787064,31.8058228,-106.3705379,"Phoenix, AZ → Victorville, CA → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|So California Logistics (KVCV),90
2025-12-13,Avelo,B738,El Paso Intl (KELP),"El Paso, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",31.8058228,-106.3705379,33.3089787,-111.6559353,"Phoenix, AZ → Victorville, CA → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Phoenix-Mesa Gateway (KIWA),-90
2025-12-13,US Coast Guard,C27J,Valley Intl (KHRL),"Harlingen, TX",Alexandria Intl (KAEX),"Alexandria, LA",26.2234764,-97.6623631,31.3274006,-92.5451921,"Harlingen, TX → Alexandria, LA → Harlingen, TX",Alexandria Intl (KAEX)|Valley Intl (KHRL),90
